raw_name,canonical_name,entity_type,confidence,resolution_method,timestamp
Segment Any Text,Segment Any Text,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.467396+00:00
Bosonai,Bosonai,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.467622+00:00
Boboliu,Boboliu,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.467847+00:00
Hugging Quants,Hugging Quants,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.468078+00:00
Ista Daslab,Ista Daslab,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.468308+00:00
Elkulako,Elkulako,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.468533+00:00
Meta Models,Meta Models,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.468775+00:00
Vumichien,Vumichien,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.468995+00:00
Florence Community,Florence Community,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.469229+00:00
Mpoyraz,Mpoyraz,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.469454+00:00
Minishlab,Minishlab,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.469678+00:00
Rinna,Rinna,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.469902+00:00
Abelzimba,Abelzimba,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.470125+00:00
Deepset,Deepset,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.470345+00:00
Deepbeepmeep,Deepbeepmeep,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.470566+00:00
Llamafactory,Llamafactory,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.470791+00:00
Realrebelai,Realrebelai,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.471012+00:00
Final Bench,Final Bench,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.471243+00:00
Ai Sage,Sage,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.471466+00:00
Yikuan8,Yikuan8,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.471687+00:00
Griko,Griko,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.471966+00:00
Yuxinlu1,Yuxinlu1,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.472199+00:00
Obliteratus,Obliteratus,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.472428+00:00
Codellama,Codellama,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.472657+00:00
J Hartmann,J Hartmann,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.472889+00:00
Zed Industries,Zed Industries,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.473122+00:00
Coherelabs,Coherelabs,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.473348+00:00
Ncbi,Ncbi,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.473573+00:00
Bartowski,Bartowski,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.473801+00:00
Freepik,Freepik,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.474029+00:00
Naver,Naver,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.474253+00:00
Noneusername,Noneusername,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.474480+00:00
Ku Nlp,Ku Nlp,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.474710+00:00
Mongodb,Mongodb,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.474929+00:00
Infinitejoy,Infinitejoy,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.475155+00:00
M3Hrdadfi,M3Hrdadfi,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.475377+00:00
Circulus,Circulus,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.475602+00:00
Lgai Exaone,Lgai Exaone,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.475833+00:00
Spideydlk,Spideydlk,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.476055+00:00
Lightonai,Lightonai,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.476282+00:00
Poolside,Poolside,STARTUP,1.0,EXACT_SEED_MATCH,2026-08-27T15:08:45.476291+00:00
Milanlproc,Milanlproc,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.476518+00:00
Onecxi,Onecxi,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.476739+00:00
Fixie Ai,Fixie,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.476960+00:00
Gabor Hosu,Gabor Hosu,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.477191+00:00
Emrecan,Emrecan,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.477416+00:00
Bkai Foundation Models,Bkai Foundation Models,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.477655+00:00
Obi,Obi,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.477902+00:00
H2Oai,H2Oai,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.478138+00:00
Empero Ai,Empero,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.478374+00:00
1 800 Bad Code,1 800 Bad Code,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.478627+00:00
Solidrust,Solidrust,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.478855+00:00
Fastino,Fastino,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.479081+00:00
Hubertsiuzdak,Hubertsiuzdak,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.479309+00:00
Anton L,Anton L,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.479541+00:00
Mlabonne,Mlabonne,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.479766+00:00
Typeform,Typeform,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.479986+00:00
Huggingface,Hugging Face,STARTUP,1.0,EXACT_SEED_MATCH,2026-08-27T15:08:45.479995+00:00
Deepgrove,Deepgrove,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.480221+00:00
Timkond,Timkond,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.480448+00:00
Babelscape,Babelscape,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.480672+00:00
Arunavaonly,Arunavaonly,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.480900+00:00
Alfonsom,Alfonsom,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.481126+00:00
Dascim,Dascim,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.481350+00:00
Sg161222,Sg161222,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.481571+00:00
Mcg Nju,Mcg Nju,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.481803+00:00
Optimum Intel Internal Testing,Optimum Intel Internal Testing,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.482056+00:00
Sdadas,Sdadas,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.482288+00:00
Cl Nagoya,Cl Nagoya,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.482522+00:00
Smilingwolf,Smilingwolf,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.482750+00:00
Dccuchile,Dccuchile,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.482972+00:00
Openmuq,Openmuq,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.483196+00:00
Fremycompany,Fremycompany,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.483419+00:00
Cointegrated,Cointegrated,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.483640+00:00
Nousresearch,Nousresearch,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.483864+00:00
Lmg Anon,Lmg Anon,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.484125+00:00
Videosdk Live,Videosdk Live,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.484368+00:00
Ransaka,Ransaka,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.484594+00:00
Ankitai,Ankitai,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.484823+00:00
Infly,Infly,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.485046+00:00
Ilyagusev,Ilyagusev,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.485268+00:00
Mjpansa,Mjpansa,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.485495+00:00
Flair,Flair,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.485722+00:00
Jhu Clsp,Jhu Clsp,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.485955+00:00
Blanchefort,Blanchefort,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.486178+00:00
State Spaces,State Spaces,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.486417+00:00
Sumedh,Sumedh,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.486639+00:00
Dots Studio,Dots Studio,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.486872+00:00
Jackrong,Jackrong,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.487100+00:00
Llmfan46,Llmfan46,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.487323+00:00
Breezedeus,Breezedeus,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.487550+00:00
Xiaomimimo,Xiaomimimo,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.487777+00:00
Amoghsgopadi,Amoghsgopadi,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.488004+00:00
Vovanphuc,Vovanphuc,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.488237+00:00
Enzostvs,Enzostvs,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.488464+00:00
Open Llm Leaderboard,Open Llm Leaderboard,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.488708+00:00
Jbilcke Hf,Jbilcke Hf,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.488940+00:00
Kwai Kolors,Kwai Kolors,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.489170+00:00
Mteb,Mteb,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.489393+00:00
Dalle Mini,Dalle Mini,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.489623+00:00
Ap123,Ap123,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.489846+00:00
Lmarena Ai,Lmarena,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.490208+00:00
Kingnish,Kingnish,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.490462+00:00
Nanotron,Nanotron,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.490685+00:00
Klingteam,Klingteam,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.490910+00:00
Mrfakename,Mrfakename,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.491136+00:00
Instantx,Instantx,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.491357+00:00
Zerogpu Aoti,Zerogpu Aoti,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.491589+00:00
Akhaliq,Akhaliq,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.491831+00:00
R3Gm,R3Gm,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.492068+00:00
Mukaist,Mukaist,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.492290+00:00
Pharmapsychotic,Pharmapsychotic,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.492510+00:00
Not Lain,Not Lain,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.492744+00:00
Sanchit Gandhi,Sanchit Gandhi,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.492980+00:00
Humanaigc,Humanaigc,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.493193+00:00
Prithivmlmods,Prithivmlmods,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.493408+00:00
Tonyassi,Tonyassi,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.493618+00:00
Multimodalart,Multimodalart,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.493834+00:00
Fffiloni,Fffiloni,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.494046+00:00
Selfit Camera,Selfit Camera,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.494268+00:00
Sczhou,Sczhou,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.494483+00:00
Suno,Suno,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.494693+00:00
Ai4Editing,Ai4Editing,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.494915+00:00
Linoyts,Linoyts,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.495127+00:00
Finegrain,Finegrain,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.495337+00:00
Wan Ai,Wan,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.495547+00:00
Yisol,Yisol,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.495755+00:00
Yanze,Yanze,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.495978+00:00
Gustavosta,Gustavosta,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.496216+00:00
Mediasynthesismuseum,Mediasynthesismuseum,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.496499+00:00
Dontplantoend,Dontplantoend,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.496727+00:00
Huggingface Projects,Huggingface Projects,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.496958+00:00
Tencentarc,Tencentarc,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.497178+00:00
Ehristoforu,Ehristoforu,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.497401+00:00
Nari Labs,Nari,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.497615+00:00
Fancyfeast,Fancyfeast,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.497858+00:00
Nihalgazi,Nihalgazi,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.498080+00:00
Jasperai,Jasper,STARTUP,0.86,FUZZY_RATIO_MATCH,2026-08-27T15:08:45.498307+00:00
Ilcve21,Ilcve21,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.498524+00:00
Timbrooks,Timbrooks,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.498738+00:00
Bigcode,Bigcode,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.498951+00:00
Kulkas2Pintu,Kulkas2Pintu,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.499165+00:00
Ysharma,Ysharma,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.499377+00:00
Deepfloyd,Deepfloyd,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.499593+00:00
Ali Vilab,Ali Vilab,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.499823+00:00
Jamesliu1217,Jamesliu1217,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.500037+00:00
Hf Audio,Hf Audio,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.500260+00:00
Osanseviero,Osanseviero,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.500478+00:00
Frameai4687,Frameai4687,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.500695+00:00
Vinthony,Vinthony,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.500906+00:00
Zcxu Eric,Zcxu Eric,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.501131+00:00
Huggingfacefw,Hugging Face,STARTUP,0.88,FUZZY_RATIO_MATCH,2026-08-27T15:08:45.501343+00:00
Asahina2K,Asahina2K,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.501556+00:00
Gokaygokay,Gokaygokay,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.501770+00:00
Dream2589632147,Dream2589632147,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.501992+00:00
Lllyasviel,Lllyasviel,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.502308+00:00
Damarjati,Damarjati,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.502698+00:00
Innoai,Innoai,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.502949+00:00
Huggingchat,Huggingchat,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.503173+00:00
Merve,Merve,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.503413+00:00
Hysts,Hysts,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.503666+00:00
Langflow,Langflow,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.503904+00:00
Playgroundai,Playgroundai,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.504115+00:00
Myshell Ai,Myshell,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.504337+00:00
Levihsu,Levihsu,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.504547+00:00
Heartsync,Heartsync,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.504758+00:00
Xintao,Xintao,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.504968+00:00
Prodia,Prodia,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.505176+00:00
Bytedance,Bytedance,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.505390+00:00
Gabrielchua,Gabrielchua,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.505605+00:00
Anzorq,Anzorq,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.505817+00:00
Doubiiu,Doubiiu,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.506027+00:00
Vokturz,Vokturz,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.506240+00:00
Draggan,Draggan,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.506452+00:00
Opencompass,Opencompass,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.506664+00:00
Hf Accelerate,Hf Accelerate,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.506888+00:00
Hkchengrex,Hkchengrex,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.507105+00:00
Sanster,Sanster,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.507320+00:00
Smolagents,Smolagents,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.507531+00:00
Tts Agi,Tts Agi,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.507760+00:00
Modelscope,Modelscope,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.507975+00:00
Yuanshi,Yuanshi,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.508198+00:00
Victor,Victor,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.508453+00:00
Huggingfacem4,Hugging Face,STARTUP,0.88,FUZZY_RATIO_MATCH,2026-08-27T15:08:45.508687+00:00
Johnsmith9982,Johnsmith9982,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.508910+00:00
Huggingfaceh4,Hugging Face,STARTUP,0.88,FUZZY_RATIO_MATCH,2026-08-27T15:08:45.509128+00:00
Aimeebingmouqu,Aimeebingmouqu,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.509356+00:00
Vast Ai,Vast.ai,STARTUP,1.0,EXACT_SEED_MATCH,2026-08-27T15:08:45.509376+00:00
Vision Cair Admin,Vision Cair Admin,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.509613+00:00
Faceonlive,Faceonlive,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.509831+00:00
Bookbot,Bookbot,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.510057+00:00
Sesame,Sesame,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.510278+00:00
Parler Tts,Parler Tts,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.510513+00:00
Thestinger,Thestinger,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.510750+00:00
Indexteam,Indexteam,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.510967+00:00
Shariqfarooq,Shariqfarooq,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.511187+00:00
Hadadxyz,Hadadxyz,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.511415+00:00
Haoheliu,Haoheliu,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.511629+00:00
Lnyan,Lnyan,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.511847+00:00
Ovi054,Ovi054,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.512059+00:00
Felixrosberg,Felixrosberg,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.512271+00:00
Zomehwh,Zomehwh,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.512481+00:00
Wuvin,Wuvin,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.512691+00:00
Bytedance Research,Bytedance Research,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.512914+00:00
Llamameta,Llamameta,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.513127+00:00
Agent Memory Leaderboard,Agent Memory Leaderboard,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.513363+00:00
Agents Course,Agents Course,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.513592+00:00
Styletts2,Styletts2,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.513804+00:00
Lambda,Lambda,STARTUP,1.0,EXACT_SEED_MATCH,2026-08-27T15:08:45.513812+00:00
Shitao,Shitao,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.514025+00:00
Stable X,Stable X,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.514260+00:00
Fishaudio,Fishaudio,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.514513+00:00
Trellis Community,Trellis Community,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.515219+00:00
Aslp Lab,Aslp Lab,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.515467+00:00
Nightfury,Nightfury,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.515684+00:00
Ginipick,Ginipick,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.515905+00:00
Ace Step,Ace Step,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.516133+00:00
Opendatalab,Opendatalab,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.516358+00:00
Cvpr,Cvpr,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.516572+00:00
Skytnt,Skytnt,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.516786+00:00
M Ric,M Ric,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.517008+00:00
Blinkdl,Blinkdl,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.517219+00:00
Pyramid Flow,Pyramid Flow,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.517445+00:00
Jpgallegoar,Jpgallegoar,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.517657+00:00
Riverz,Riverz,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.517871+00:00
Pr Puppets,Pr Puppets,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.518092+00:00
Selfit,Selfit,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.518304+00:00
Aiqtech,Aiqtech,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.518514+00:00
Aisheets,Aisheets,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.518724+00:00
Pkuwilliamyang,Pkuwilliamyang,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.518935+00:00
Innova Ai,Innova,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.519147+00:00
Skalskip,Skalskip,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.519362+00:00
Radames,Radames,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.519578+00:00
Lerobot,Lerobot,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.519788+00:00
Elevenlabs,ElevenLabs,STARTUP,1.0,EXACT_SEED_MATCH,2026-08-27T15:08:45.519796+00:00
Franciszzj,Franciszzj,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.520007+00:00
Gaia Benchmark,Gaia Benchmark,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.520238+00:00
Yupengzhou,Yupengzhou,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.520482+00:00
Diffusers,Diffusers,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.520733+00:00
Plachta,Plachta,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.520954+00:00
Artificialanalysis,Artificialanalysis,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.521180+00:00
